4.370320663007145612e-01 9.157029974757835422e-02
6.510870719094646875e-01 1.583794096234780735e-02
3.912699694465177069e-01 8.140153318087921530e-01
3.576219388288561785e-01 3.089918021108771784e-01
9.609305323071346550e-01 9.361546198833394783e-01
1.364497136479322359e-01 4.671214070137164054e-02
5.707149728953049284e-01 8.462694255147529265e-01
8.151985926270609584e-01 3.161952190829930842e-04
6.405922725059418621e-01 6.830641714930635322e-01
2.936597354138352767e-01 2.400910548239764131e-01
2.563314599738204524e-01 2.966375724787232437e-01
7.481404917398915000e-01 2.392449235971738641e-02
5.966890189655642551e-01 6.337272463470295936e-01
6.445355815184418136e-01 6.830959478660393325e-01
2.975033696264531846e-01 1.270309868356868099e-01
2.328603688114906367e-01 1.317312445769376339e-01
7.810578322638574988e-01 3.829077493956176692e-01
2.778495939366436573e-01 7.809643399052210722e-01
1.650305073428942615e-01 1.606539176421993842e-01
1.252363955361054382e-01 3.774852421169019312e-01
6.614383780870031204e-01 8.481531848460128753e-01
7.590032863365971938e-01 5.644794419948487851e-01
2.098463546598274831e-01 4.965206039963018236e-01
9.748540921414022842e-01 8.613906114881109133e-01
8.771317293757749933e-01 7.461612661645634637e-01
3.243870936258966831e-01 1.363535355205839350e-01
9.544766756297994315e-01 9.022948936693778732e-01
2.097964460449931456e-01 5.798870127409715414e-01
5.435969183533405635e-01 7.165825756348518372e-01
2.800930311626409486e-01 2.318296403944032358e-01
3.590751161172157646e-01 9.874276253817372284e-01
8.386423969325247363e-01 1.406328883326313228e-01
2.135908384793718806e-01 2.773753797823519385e-01
9.397526651590891733e-01 5.830028396777706678e-01
4.794409333844442678e-01 3.496158690429320703e-01
3.465054784682544131e-01 1.536855541064086061e-03
7.135676359977530803e-01 6.235604152694993463e-01
6.252185306401639719e-01 5.557857859678686507e-01
8.508783432595827811e-01 1.983569296806254600e-01
8.406229486685874441e-01 4.084963111174942929e-01
8.300326525051384685e-01 3.689328414969044179e-01
4.537844005968041383e-01 9.887090840679610970e-01
2.478350365889278040e-01 4.836376851565774571e-01
5.767335541437502711e-01 9.393290014689359424e-02
7.933315303650049222e-01 8.007616882400432345e-01
8.456992057139758323e-01 7.353963504392820871e-01
1.144900534947206339e-01 1.988521610625921809e-01
2.829276810360270566e-03 8.580273441978769622e-01
1.459315567453131068e-01 7.632391630384336434e-01
1.623645046561660310e-01 6.258517770240672462e-01
5.393344488343647658e-01 3.987843748612008854e-01
8.954985975467836257e-01 7.029862420499434217e-01
9.080817671698271365e-02 1.445592414248125790e-01
3.087441735603200232e-01 6.908435780656626557e-01
2.541865935861851167e-01 1.072487330477606138e-01
3.291584778931460065e-01 1.678892680449567409e-01
6.181252592918990985e-01 2.209757028798410294e-01
3.883040213473978319e-01 8.346665467852342202e-01
3.162397934261585997e-01 5.590579280368610515e-01
2.813919743944311991e-01 8.138255588945347840e-01
9.515775499393374082e-01 4.953451941524968927e-01
8.404336575470622295e-01 7.609819878568523377e-01
1.989228380729127776e-01 8.394296368347298198e-01
7.421685324154565500e-01 6.230750126936835942e-01
3.854179542096709543e-01 7.187783802652689680e-01
1.256158139397970386e-01 2.619028027884008347e-01
9.621630261038600640e-01 9.834108842848396925e-01
3.988834947633113082e-01 1.156659087776858996e-01
9.277176669825439870e-01 3.371502363149875281e-01
3.348388892309962506e-01 5.699652247975875996e-01
5.599205222607630539e-01 2.133412221689096055e-01
9.532985097716319967e-01 7.958961409566396306e-01
5.649382825042261747e-01 8.933403292623629532e-01
2.554986467131653560e-01 9.123063962401377625e-01
6.148416080077677703e-01 4.652994542334580874e-01
7.046742267823710160e-01 1.952622363890729185e-01
1.672188334420979805e-01 5.641571276226222675e-01
8.772579833772569113e-01 7.159367584397287043e-01
2.850020559753285720e-02 1.863185842498182865e-02
1.443918769248244693e-01 1.617849529910206918e-01
4.119905250047971590e-01 3.684131030881766522e-01
7.452412691456022920e-03 9.965176205635135620e-01
1.542982905574411534e-01 5.444512643151355746e-02
5.546037957516219974e-01 8.744591778660119052e-01
8.853300656293051629e-01 6.327371459672936904e-01
8.270715931944991883e-01 4.274445157106503412e-01
9.245610118693969870e-02 3.437206061017354930e-01
9.527418438074386486e-01 7.874978198229202198e-01
1.608842056194343950e-01 6.308041716269301435e-01
9.173965505906478413e-02 4.259127840187737490e-02
5.698562588803429696e-01 4.088588725995717654e-01
5.871542978008243985e-01 1.915088628056460518e-01
6.178306440337647532e-01 3.906672503071394464e-01
2.784501195334575518e-01 5.422170607330987213e-01
7.703797264476326401e-01 6.340275983506542534e-01
9.266342600311628930e-01 3.015827496939528229e-01
3.538817697783747107e-01 2.238664159292264033e-01
8.484351278244048888e-01 6.078793696807287539e-01
8.574530631329086994e-01 2.652342565842960020e-01
7.159816423157104870e-01 1.193592054100816036e-01
